Sample ID,Locality,Notes,Source,SiO2,TiO2,Al2O3,Fe2O3,FeO,Fe2O3t,MnO,MgO,CaO,Na2O,K2O,P2O5,TOT/C,TOT/S,LOI,CO2,H2O,Sum,SrO,BaO,Rb,Cs,Be,Sr,Sr,Ba,Zr,Nb,Hf,Hf,Ta,Sc,V,Cr2O3,Cr,Co,Ni,Cu,Zn,Pb,Pb,Th,U,Ga,Y,La,Ce,Pr,Nd,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Mg#(oxide),(Na+K)/Al,NA2O+K2O,SiO2norm,TiO2norm,Al2O3norm,FeOtnorm,MnOnorm,MgOnorm,CaOnorm,Na2Onorm,K2Onorm,P2O5norm,La chond,Ce chond,Pr chond,Nd chond,Sm chond,Eu chond,Gd chond,Tb chond,Dy chond,Ho chond,Er chond,Tm chond,Yb chond,Lu chond,Th Spider,Nb Spider,Ta Spider,La Spider,Ce Spider,Nd Spider,P Spider,Zr Spider,Hf Spider,Eu Spider,Gd Spider,Ti Spider,Dy Spider,Y Spider,Yb Spider,Lu Spider,87Sr/86Sr,EpsilonSr,85Rb/86Sr,87Sr/86SrN,143Nd/144Nd,143Nd/144NdN,EpsilonNd,208Pb/204Pb (1),207Pb/204Pb (2),206Pb/204Pb (3),176Hf/177Hf
HOS-10-6,Hoskietso,pizza,Nathalie PhD,39.17,3.49,11.26,-,-,10.93,0.2,5.19,13.59,3.71,0.93,2.86,0.37,0.02,7.8,1.48,6.32,99.11,-,-,12.3,13.6,2,3436,,836,942.1,189.3,21.6,,10.3,13,168,0.006,41.052,26,<20,11,189,<1,-,19.7,3.9,20.3,62.3,192,391.6,46.26,183.6,-,30.87,8.75,22.93,3.05,13.66,2.26,5.42,0.71,3.58,0.53,34.54,0.59,5.14,43.41,3.87,12.48,10.90,0.22,5.75,15.06,4.11,1.03,3.17,619.4,484.7,379.1803279,306.0,158.3076923,119.047619,88.53281853,64.34599156,42.42236025,31.04395604,25.80952381,21.91358025,17.1291866,16.45962733,234.5238095,265.4978962,251.2195122,271.1864407,213.6388434,134.4070278,137.1608857,84.11607143,69.90291262,52.08333333,38.53781513,16.34596031,18.53459973,13.69230769,7.458333333,7.162162162,-,-,-,-,-,-,-,-,-,-,-
HOS-10-8,Hoskietso,pizza,Nathalie PhD,40.28,3.71,11.55,-,-,10.31,0.2,5.38,12.33,4.28,0.79,2.99,0.02,0.03,7.2,0.08,7.12,99.05,-,-,14,22.5,3,3892.4,,616,954,191.8,21.6,,11.6,14,173,0.006,41.052,26.7,23,8,181,21,-,21.3,4.4,19.4,63.8,199.9,417.8,48.9,189,-,32.6,9.31,24.49,3.22,14.2,2.4,5.6,0.72,3.94,0.55,36.70,0.63,5.58,44.37,4.09,12.72,10.22,0.22,5.93,13.58,4.71,0.87,3.29,644.8,517.1,400.8196721,315.0,167.1794872,126.6666667,94.55598456,67.93248945,44.09937888,32.96703297,26.66666667,22.22222222,18.85167464,17.08074534,253.5714286,269.0042076,282.9268293,282.3446328,227.9323513,138.3601757,143.3954714,85.17857143,69.90291262,55.41666667,41.15966387,17.37636469,19.26729986,14.02197802,8.208333333,7.432432432,-,-,-,-,-,-,-,-,-,-,-
HOS-10-9A,Hoskietso,dike,Nathalie PhD,42.13,3.89,12,-,-,9.17,0.15,5.67,12.23,4.99,0.61,2.73,0.04,0.05,5.6,0.16,5.44,99.14,-,-,10.6,22.7,<1,3353.5,,494,878.5,181,19.3,,9.3,14,197,0.008,54.736,24.5,<20,6,157,1,-,20.2,5.3,22.7,54.8,185.8,375.9,46.09,176.6,-,30.55,8.85,24.14,2.84,13.57,2.25,4.7,0.58,3.23,0.48,40.72,0.66,6.04,45.47,4.20,12.95,8.91,0.16,6.12,13.20,5.39,0.66,2.95,599.4,465.2,377.7868852,294.3,156.6666667,120.4081633,93.2046332,59.91561181,42.14285714,30.90659341,22.38095238,17.90123457,15.45454545,14.9068323,240.4761905,253.8569425,226.8292683,262.4293785,205.0736498,129.2825769,130.9263,78.4375,62.45954693,52.67857143,40.57142857,18.21942281,18.41248304,12.04395604,6.729166667,6.486486486,-,-,-,-,-,-,-,-,-,-,-
HOS-10-9B,Hoskietso,dike,Nathalie PhD,40.11,3.85,11.85,-,-,9.03,0.19,5.59,13.52,4.05,0.67,2.8,0.28,<0.02,7.4,1.12,6.28,99.08,-,-,9.4,18.6,6,2872.9,,1278,924.6,177.4,22.6,,8.2,15,186,0.008,54.736,33.8,44,12,236,<1,-,19.9,4.3,24.8,63.3,192.9,385.6,46.51,185.5,-,31.5,8.71,24.96,2.96,14.92,2.29,5.55,0.74,3.99,0.54,40.75,0.57,5.20,44.20,4.24,13.06,8.95,0.21,6.16,14.90,4.46,0.74,3.09,622.3,477.2,381.2295082,309.2,161.5384615,118.5034014,96.37065637,62.44725738,46.33540373,31.45604396,26.42857143,22.83950617,19.09090909,16.77018634,236.9047619,248.8078541,200,272.4576271,210.365521,135.7979502,134.2833846,82.55357143,73.13915858,51.8452381,41.94957983,18.03207656,20.24423338,13.91208791,8.3125,7.297297297,-,-,-,-,-,-,-,-,-,-,-
KH12-HB-2,Standing Rocks East,dyke NW side,2012 Workshop,41.77,2.61,10.53,-,-,12.4,0.2,12.64,12.86,3.14,1.13,0.93,<0.02,<0.02,1.2,0,1.2,99.55,-,-,11.8,0.6,<1,1198.6,1315,1197,208.9,74.4,5,5.52,3.8,23,245,0.074,506.308,54.2,282,69,111,11,7.43,10.4,2.8,16.6,25.5,79,165.6,18.28,75.1,74.1,11.8,3.65,9.37,1.3,6.05,0.94,2.43,0.3,1.82,0.24,53.11,0.59,4.40,43.08,2.69,10.86,11.51,0.21,13.03,13.26,3.24,1.17,0.96,254.8,205.0,149.8360656,125.2,60.51282051,49.65986395,36.17760618,27.42616034,18.78881988,12.91208791,11.57142857,9.259259259,8.708133971,7.453416149,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.703718,-11.100923,-,0.703718,-,-,-,38.2316,15.5145,18.8185,0.282928
KH12-HB-4,Round Butte,SW side base,2012 Workshop,41.33,3.86,10.02,-,-,13,0.17,10.96,11.11,3.73,0.51,1.12,0.06,0.07,3.6,0.24,3.36,99.51,-,-,5.9,4.4,2,1412.4,1449,895,416.7,80.5,9.3,10.81,4.8,22,281,0.049,335.258,58.6,267,66,117,7,5.49,8.4,2.4,19.6,27.8,81.5,177.8,21.58,94,90.8,15.51,4.23,11.78,1.42,7.9,0.95,2.41,0.33,2.12,0.23,48.37,0.60,4.49,43.73,4.08,10.60,12.38,0.18,11.60,11.76,3.95,0.54,1.19,262.9,220.0,176.8852459,156.7,79.53846154,57.55102041,45.48262548,29.95780591,24.53416149,13.04945055,11.47619048,10.18518519,10.14354067,7.142857143,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.703647,-12.108872,-,0.703647,0.512763,0.512770,2.435637,38.7539,15.5756,19.0974,0.282826
KH12-HB-5,Triplets,Center Butte top (lava lake),2012 Workshop,41.66,3.48,12.12,-,-,13.25,0.2,8.35,10.17,3.93,1.25,1.43,0.05,<0.02,3.5,0.2,3.3,99.41,-,-,9.8,1,<1,1868,2065,1109,485.3,120.2,10.5,11.42,6.4,17,254,0.024,164.208,46.6,102,48,146,10,8.64,15.7,3.6,22.7,33.4,107.9,226.2,26.42,99.4,105.3,16.59,4.92,12.66,1.69,8.31,1.3,3.22,0.41,2.22,0.33,41.18,0.62,5.48,44.08,3.68,12.82,12.62,0.21,8.83,10.76,4.16,1.32,1.51,348.1,280.0,216.557377,165.7,85.07692308,66.93877551,48.88030888,35.65400844,25.80745342,17.85714286,15.33333333,12.65432099,10.62200957,10.2484472,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.703593,-12.868843,-,0.703594,0.512794,0.512802,3.052446,38.4512,15.5431,18.9542,0.282861
KH12-HB-6,Triplets,East butte top (lava lake),2012 Workshop,41.39,3.43,12.01,-,-,13.18,0.2,7.91,10.38,4.02,1.14,1.43,0.09,0.04,4.2,0.36,3.84,99.38,-,-,7,0.9,2,2027.8,2025,1160,492.7,122.4,12.5,11.92,6.2,17,246,0.024,164.208,44,107,44,145,11,8.6,15.4,3.7,21.3,34.4,112.4,230.3,25.89,108.8,104.5,17.33,4.98,13.7,1.7,6.95,1.24,2.9,0.42,2.77,0.32,40.01,0.62,5.50,44.14,3.66,12.81,12.65,0.21,8.44,11.07,4.29,1.22,1.52,362.6,285.0,212.2131148,181.3,88.87179487,67.75510204,52.8957529,35.8649789,21.58385093,17.03296703,13.80952381,12.96296296,13.25358852,9.937888199,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.703603,-12.736267,-,0.703603,0.512788,0.512795,2.920579,38.4767,15.5490,18.9580,0.282862
KH12-HB-7,Woodchop,Haskim vent agglutinate,2012 Workshop,40.5,3.7,11.45,-,-,14.24,0.2,8.19,10.62,3.84,1.13,1.59,0.02,<0.02,3.9,0.08,3.82,99.42,-,-,10,1.7,2,1716.9,1757,1075,496.6,118.8,10.2,11.19,6.7,18,270,0.02,136.84,49.8,109,48,156,11,8.25,12.9,3.3,22,34.9,109.8,236.4,27.01,114,113.8,18.5,5.34,14.58,1.85,7.85,1.3,3.73,0.41,2.5,0.32,38.99,0.62,5.29,43.07,3.93,12.18,13.63,0.21,8.71,11.29,4.08,1.20,1.69,354.2,292.6,221.3934426,190.0,94.87179487,72.65306122,56.29343629,39.02953586,24.37888199,17.85714286,17.76190476,12.65432099,11.96172249,9.937888199,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-JAG1,Jagged Rocks,NW dyke,Pepe PhD,39.06,3.42,10.79,-,-,12.69,0.35,7.61,13.35,3.06,1.35,1.34,0.63,0.1,6.4,2.52,3.88,99.47,-,-,34.4,0.7,4,1628.4,,1002,410.2,95.3,9.2,,5.8,21,227,0.037,253.154,46.5,164,61,142,7,-,11.8,3,19.4,30.5,95,186.9,22.15,86.2,-,14.85,4.4,12.27,1.5,7.16,1.14,2.77,0.34,1.84,0.27,39.99,0.59,4.81,42.57,3.73,11.76,12.45,0.38,8.29,14.55,3.34,1.47,1.46,306.5,231.3,181.557377,143.7,76.15384615,59.86394558,47.37451737,31.64556962,22.23602484,15.65934066,13.19047619,10.49382716,8.803827751,8.385093168,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-JAG11,Jagged Rocks,south sill,Pepe PhD,38.22,3.56,11.2,-,-,13.86,0.26,7.1,12.43,2.33,1.24,1.67,0.27,0.07,7.3,1.08,6.22,99.17,-,-,28.3,0.9,6,3523.5,,1151,501.6,115.3,11,,6.7,19,218,0.02,136.84,43.5,98,57,161,10,-,13.8,3.6,20.5,35,112.4,214.4,25.77,103.2,-,17.8,5.28,14.18,1.79,8.21,1.37,3.07,0.39,2.2,0.31,36.27,0.47,3.95,42.24,3.93,12.38,13.79,0.29,7.85,13.74,2.58,1.37,1.85,362.6,265.3,211.2295082,172.0,91.28205128,71.83673469,54.74903475,37.76371308,25.49689441,18.81868132,14.61904762,12.03703704,10.52631579,9.627329193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-JAG12,Jagged Rocks,central dyke,Pepe PhD,39.73,3.62,11.43,-,-,14.01,0.32,8.12,10.98,3.59,1.26,1.67,0.17,0.11,4.6,0.68,3.92,99.38,-,-,34.9,0.7,2,1847.8,,1163,512.5,121.4,11.2,,7.2,19,228,0.021,143.682,44,96,56,162,9,-,14,4.1,22.1,36.3,117.9,224,26.08,104.8,-,17.62,5.4,14.47,1.78,8.9,1.31,3.17,0.41,2.52,0.31,39.17,0.61,5.20,42.57,3.88,12.25,13.51,0.34,8.70,11.76,3.85,1.35,1.79,380.3,277.2,213.7704918,174.7,90.35897436,73.46938776,55.86872587,37.55274262,27.63975155,17.99450549,15.0952381,12.65432099,12.05741627,9.627329193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-JAG13,Jagged Rocks,SW dyke,Pepe PhD,39.37,3.51,11.55,-,-,13.81,0.36,7.75,11.18,3.22,1.12,1.76,0.09,0.15,5.5,0.36,5.14,99.17,-,-,29.8,0.8,5,3503,,1256,555.6,130.5,12.4,,7.5,18,220,0.019,129.998,42.9,95,57,167,10,-,16.1,4,22.3,39.1,132.4,251.1,29.47,115.1,-,19.01,5.71,15.34,1.89,9.51,1.44,3.44,0.41,2.54,0.34,38.41,0.54,4.70,42.68,3.80,12.52,13.47,0.39,8.40,12.12,3.49,1.21,1.91,427.1,310.8,241.557377,191.8,97.48717949,77.68707483,59.22779923,39.87341772,29.53416149,19.78021978,16.38095238,12.65432099,12.15311005,10.55900621,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.70370432,-11.294258,3.80492E-07,0.703674499,0.512796407,0.512803755,3.090029,38.5738,15.5556,18.9787,0.282857
KIA12-JAG15,Jagged Rocks,SW dyke,Pepe PhD,39.23,3.5,11.48,-,-,9.85,0.41,4.88,14.85,3.5,1.06,1.75,1.16,0.1,8.8,4.64,4.16,99.33,-,-,31.1,1.3,<1,2076.5,,1239,549.8,125.3,11.8,,7.1,17,220,0.019,129.998,47.3,88,56,167,9,-,16.4,4.9,23.3,37.9,130.4,239.3,28.94,110.1,-,18.21,5.59,15.4,1.89,9.15,1.38,3.25,0.42,2.41,0.32,35.50,0.57,5.09,43.82,3.91,12.82,9.90,0.46,5.45,16.59,3.91,1.18,1.95,420.6,296.2,237.2131148,183.5,93.38461538,76.05442177,59.45945946,39.87341772,28.41614907,18.95604396,15.47619048,12.96296296,11.53110048,9.937888199,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.70376555,-10.425130,1.02537E-05,0.703735729,0.512795376,0.512802725,3.069933,38.5759,15.5661,18.9802,0.282855
KIA12-JAG16,Jagged Rocks,SE  sheet,Pepe PhD,38.6,3.49,11.13,-,-,13.43,0.3,6.86,12.64,2.43,1.49,1.64,0.48,0.06,7.1,1.92,5.18,99.09,-,-,27.5,0.8,2,2345.6,,3280,499.8,117.9,10.9,,6.9,18,218,0.02,136.84,40,77,59,156,9,-,13.4,3.8,20.2,36.4,114.5,220.7,25.75,102.1,-,17.5,5.1,14.33,1.77,8.52,1.29,3.04,0.4,2.33,0.29,36.21,0.52,4.32,42.57,3.85,12.28,13.33,0.33,7.57,13.94,2.68,1.64,1.81,369.4,273.1,211.0655738,170.2,89.74358974,69.3877551,55.32818533,37.34177215,26.45962733,17.71978022,14.47619048,12.34567901,11.14832536,9.00621118,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-JAG17,Jagged Rocks,NE  sheet,Pepe PhD,38.73,3.54,11.32,-,-,13.11,0.31,6.96,12.5,2.79,1.1,1.65,0.38,0.07,7.3,1.52,5.78,99.29,-,-,26.6,0.4,2,2738.8,,1075,523.1,122.9,11.2,,7.3,18,217,0.018,123.156,43,92,56,159,9,-,14.7,3.3,21.3,36.1,115.7,222.4,27.2,102.8,-,17.91,5.3,14.1,1.76,8.66,1.31,3.19,0.39,2.4,0.34,37.10,0.50,4.29,42.70,3.90,12.48,13.01,0.34,7.67,13.78,3.08,1.21,1.82,373.2,275.2,222.9508197,171.3,91.84615385,72.10884354,54.44015444,37.13080169,26.89440994,17.99450549,15.19047619,12.03703704,11.48325359,10.55900621,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-JAG2,Jagged Rocks, NW dyke coherent,Pepe PhD,40.74,3.41,11.23,-,-,12.82,0.33,8.72,11.8,3.62,1.64,1.38,0.27,0.08,3.6,1.08,2.52,99.35,-,-,31.9,1.4,3,2470,,1087,433.1,101.1,9.4,,5.9,21,230,0.036,246.312,46.5,169,57,145,8,-,11.9,3.3,20,32.5,101.5,195.1,22.86,93.1,-,15.77,4.67,12.63,1.54,7.4,1.18,2.9,0.36,2.09,0.28,43.05,0.68,5.57,43.15,3.61,11.90,12.22,0.35,9.24,12.50,3.83,1.74,1.46,327.4,241.5,187.3770492,155.2,80.87179487,63.53741497,48.76447876,32.48945148,22.98136646,16.20879121,13.80952381,11.11111111,10,8.695652174,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-JAG3,Jagged Rocks, NW dyke coherent,Pepe PhD,41.55,3.4,11.12,-,-,10.25,0.19,5.68,14.75,2.87,0.88,1.36,0.87,0.08,7.4,3.48,3.92,99.49,-,-,23.2,1.1,1,1508.1,,909,404.2,95.2,9.4,,5.4,20,228,0.036,246.312,42.1,145,59,141,8,-,11.6,3.6,19.1,29.8,95.1,179.6,21.58,82.7,-,14.35,4.36,12.4,1.51,7.07,1.09,2.61,0.34,2.06,0.27,38.11,0.49,4.12,45.65,3.74,12.22,10.13,0.21,6.24,16.20,3.15,0.97,1.49,306.8,222.3,176.8852459,137.8,73.58974359,59.31972789,47.87644788,31.85654008,21.95652174,14.97252747,12.42857143,10.49382716,9.85645933,8.385093168,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-JAG4,Jagged Rocks, NW dyke coherent,Pepe PhD,43.66,3.45,11.67,-,-,11.41,0.17,5.78,12.39,2.39,1.06,1.33,0.4,0.04,6.1,1.6,4.5,99.45,-,-,24.6,4.6,2,1560.1,,1126,409.6,90.7,9.3,,5.4,21,226,0.037,253.154,43.6,103,62,145,8,-,11,3.5,20.9,32.5,96.6,189.6,22.28,88.8,-,15.62,4.59,12.45,1.58,7.4,1.25,3.07,0.39,2.21,0.29,36.02,0.43,3.74,47.37,3.74,12.66,11.14,0.18,6.27,13.44,2.59,1.15,1.44,311.6,234.7,182.6229508,148.0,80.1025641,62.44897959,48.06949807,33.33333333,22.98136646,17.17032967,14.61904762,12.03703704,10.57416268,9.00621118,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-JAG5,Jagged Rocks, NW dyke,Pepe PhD,43.98,3.43,11.56,-,-,10.75,0.17,5.58,12.13,2.34,1.23,1.38,0.27,0.03,6.8,1.08,5.72,99.41,-,-,29.4,2.2,<1,1622.6,,1495,427.4,95,9.5,,6.1,21,236,0.037,253.154,40.5,89,63,151,9,-,12.3,3.4,21.1,33.3,99.6,189.6,23.07,92.9,-,16.12,4.74,13.64,1.65,8.11,1.2,3.21,0.39,2.3,0.31,36.58,0.45,3.90,48.08,3.75,12.64,10.58,0.19,6.10,13.26,2.56,1.34,1.51,321.3,234.7,189.0983607,154.8,82.66666667,64.48979592,52.66409266,34.81012658,25.1863354,16.48351648,15.28571429,12.03703704,11.00478469,9.627329193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-JAG6,Jagged Rocks,  NW dyke massif 5,Pepe PhD,41.53,3.51,11.44,-,-,10.87,0.21,5.47,14.03,2.56,1.3,1.37,0.65,0.11,7.1,2.6,4.5,99.48,-,-,33,1.7,5,1543.7,,852,442.9,103.7,10.1,,6.2,20,234,0.037,253.154,38.5,80,60,149,8,-,12,5.3,20.3,33,105.4,201.6,23.56,93.9,-,16.28,4.86,13.03,1.62,7.7,1.31,2.8,0.37,2.28,0.28,35.86,0.49,4.23,45.54,3.85,12.54,10.73,0.23,6.00,15.38,2.81,1.43,1.50,340.0,249.5,193.1147541,156.5,83.48717949,66.12244898,50.30888031,34.17721519,23.91304348,17.99450549,13.33333333,11.41975309,10.90909091,8.695652174,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-JAG7,Jagged Rocks, NW dyke segment,Pepe PhD,37.81,3.37,10.56,-,-,11.96,0.35,5.6,16.02,2.6,1.15,1.31,1.26,0.06,8.6,5.04,3.56,99.42,-,-,29.5,0.9,2,1884.3,,1157,408.6,93.9,9.1,,5.4,20,222,0.036,246.312,47.2,170,59,143,8,-,12.4,3.2,19.2,29.9,95.4,180.6,21.74,86.5,-,15.02,4.43,12.19,1.52,7.08,1.16,2.72,0.32,2.06,0.22,34.22,0.52,4.19,42.23,3.76,11.79,12.02,0.39,6.25,17.89,2.90,1.28,1.46,307.7,223.5,178.1967213,144.2,77.02564103,60.27210884,47.06563707,32.06751055,21.98757764,15.93406593,12.95238095,9.87654321,9.85645933,6.832298137,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-JAG8,Jagged Rocks,NE sheet ,Pepe PhD,38.96,3.6,11.29,-,-,13.19,0.27,7.35,12.01,2.84,1.12,1.65,0.2,0.07,7,0.8,6.2,99.34,-,-,27.8,2.1,1,2107.9,,1070,506.6,120.1,10.9,,7,19,216,0.017,116.314,43,81,220,158,10,-,13.9,3.8,22.6,35.7,115.5,218.1,26.32,105.3,-,17.89,5.35,14.33,1.79,8.2,1.18,3.14,0.44,2.36,0.31,38.24,0.51,4.35,42.83,3.96,12.41,13.05,0.30,8.08,13.20,3.12,1.23,1.81,372.6,269.9,215.7377049,175.5,91.74358974,72.78911565,55.32818533,37.76371308,25.46583851,16.20879121,14.95238095,13.58024691,11.29186603,9.627329193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-JAG8a,Jagged Rocks,NE sheet ,Pepe PhD,39.44,3.7,11.55,-,-,13.1,0.35,6.71,11.11,4.1,0.83,1.73,0.15,0.17,6.3,0.6,5.7,98.97,-,-,20.8,14.7,2,5215.1,,1313,521.4,123.1,11.6,,7.5,19,220,0.017,116.314,43.8,88,50,165,9,-,14.7,3.9,22.2,38.6,116.8,229.1,26.97,106.1,-,18.2,5.26,15.25,1.84,8.55,1.28,3.31,0.42,2.28,0.33,36.27,0.61,5.40,43.19,4.05,12.65,12.91,0.38,7.35,12.17,4.49,0.91,1.89,376.8,283.5,221.0655738,176.8,93.33333333,71.56462585,58.88030888,38.8185654,26.55279503,17.58241758,15.76190476,12.96296296,10.90909091,10.2484472,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-JAG8b,Jagged Rocks,NE sheet ,Pepe PhD,38.64,3.54,11.14,-,-,12.71,0.43,6.44,12.06,4.24,0.82,1.65,0.55,0.12,7.5,2.2,5.3,99.16,-,-,19.4,13.9,5,3690.8,,1335,483.6,114.1,10.7,,6.9,18,211,0.016,109.472,43.2,87,46,159,10,-,13.3,3.9,21.8,34.3,113.4,211.9,25.55,104,-,17.85,5.3,14.72,1.79,8.27,1.23,3.04,0.41,2.34,0.32,36.02,0.65,5.60,42.74,3.92,12.32,12.65,0.48,7.12,13.34,4.69,0.91,1.83,365.8,262.3,209.4262295,173.3,91.53846154,72.10884354,56.83397683,37.76371308,25.68322981,16.8956044,14.47619048,12.65432099,11.19617225,9.937888199,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-JAG9,Jagged Rocks,central dyke,Pepe PhD,39.82,3.65,11.55,-,-,13.89,0.24,7.49,10.84,4.21,0.64,1.68,0.12,0.05,5.4,0.48,4.92,99.44,-,-,18.1,15.8,3,1450.7,,1078,513.2,117.6,11.5,,6.7,19,224,0.023,157.366,45.1,103,60,161,8,-,13.7,3.8,22.4,35.8,111.8,221.1,26.35,104.7,-,18,5.51,14.68,1.77,8.35,1.32,3.02,0.38,2.3,0.31,37.47,0.60,5.24,42.99,3.94,12.47,13.50,0.26,8.09,11.70,4.55,0.69,1.81,360.6,273.6,215.9836066,174.5,92.30769231,74.96598639,56.67953668,37.34177215,25.93167702,18.13186813,14.38095238,11.72839506,11.00478469,9.627329193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-JR-1,Jagged Rocks,twin dyke (SW dyke),2012 Workshop,39.85,3.5,11.9,-,-,13.43,0.24,5.9,12.27,4.28,2.04,1.76,0.46,0.1,4.1,1.84,2.26,99.32,-,-,46.1,1.2,4,2275.3,2543,1268,542.3,133.2,12.3,12.9,8,16,235,0.017,116.314,41.3,85,48,158,11,10.99,16.3,4.7,22.8,38.1,128.5,269,30.83,116.9,125.2,19.6,5.63,14.88,1.9,8.58,1.48,3.23,0.46,2.58,0.35,32.80,0.77,6.74,42.47,3.73,12.68,12.88,0.26,6.29,13.08,4.56,2.17,1.88,414.5,332.9,252.704918,194.8,100.5128205,76.59863946,57.45173745,40.08438819,26.64596273,20.32967033,15.38095238,14.19753086,12.34449761,10.86956522,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.703824,-9.596451,-,0.703824,0.512789,0.512797,2.954326,37.9900,15.5234,18.4192,0.282860
KIA12-JR2,Jagged Rocks,central dyke,2012 Workshop,39.52,3.65,11.44,-,-,13.14,0.23,6.48,11.95,3.1,1.2,1.66,0.14,0.07,6.8,0.56,6.24,99.21,-,-,31.7,1.9,3,3350.5,,1240,498.8,117.8,11.3,,7.4,18,221,0.018,123.156,42.9,74,50,159,11,-,13.7,3.7,21.7,36.3,111.6,220.6,25.91,104.4,-,18,5.12,14.54,1.74,8.74,1.41,3.11,0.39,2.15,0.31,35.40,0.54,4.72,43.40,4.01,12.56,12.99,0.25,7.12,13.12,3.40,1.32,1.82,360.0,273.0,212.3770492,174.0,92.30769231,69.65986395,56.13899614,36.70886076,27.14285714,19.36813187,14.80952381,12.03703704,10.28708134,9.627329193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIA12-JR-3,Jagged Rocks,"Jagged Rocks, south sill",2012 Workshop,38.61,3.69,11.24,-,-,13.51,0.24,7.34,12.53,1.91,1.09,1.66,0.15,0.06,7.6,0.6,7,99.44,-,-,22.9,0.5,4,1630.6,1710,1069,488.5,115.9,11.2,11.74,6,17,248,0.02,136.84,45.6,96,49,152,11,8.51,13.1,3.5,22.6,36.4,109.1,233.2,26.55,107.8,112.8,17.5,5.62,14.15,1.7,8.17,1.38,3.02,0.42,2.57,0.31,37.64,0.39,3.32,42.68,4.08,12.42,13.44,0.27,8.11,13.85,2.11,1.20,1.83,351.9,288.6,217.6229508,179.7,89.74358974,76.46258503,54.63320463,35.8649789,25.37267081,18.95604396,14.38095238,12.96296296,12.29665072,9.627329193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.703646,-12.121363,-,0.703646,0.512792,0.512800,3.012652,38.5914,15.5760,19.0020,0.282863
KIA12-JR-4,Jagged Rocks,NW  dyke,2012 Workshop,38.75,3.36,10.53,-,-,12.42,0.43,8.28,13.23,2.07,0.74,1.33,0.34,0.1,8.3,1.36,6.94,99.46,-,-,19,0.7,2,1704.3,1786,953,415.7,99.6,10.2,9.89,5.3,19,248,0.04,273.68,48.9,167,57,132,9,7.45,11.8,3.2,19.4,32.6,98.6,199.7,22.92,90.8,93.1,15.88,4.56,12.85,1.57,7.16,1.24,2.7,0.35,1.81,0.27,42.55,0.39,3.13,43.10,3.74,11.71,12.43,0.48,9.21,14.72,2.30,0.82,1.48,318.1,247.2,187.8688525,151.3,81.43589744,62.04081633,49.61389961,33.12236287,22.23602484,17.03296703,12.85714286,10.80246914,8.660287081,8.385093168,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
